id	title	description	category	inventoryHeight	inventoryWidth	image	customProperties
card_voice_of_debt_oath_keeper_the_unbreakable_contract	The Unbreakable Contract	Write a contract in the air between you and one target. For the next three rounds: every action they take that violates their own stated code applies Debt 2 and triggers a free First Detonation effect from you. If they do not break the code in three rounds, you lose 5 HP and the contract dissolves.	subclass_power_oath_keeper	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_voice_of_debt_debt_collector_no_escape_clause	No Escape Clause	Your Debtor cannot leave. For the next three rounds, they cannot teleport, phase, flee, die (reduced only to 1 HP), or pass out of your sight. Each round, they gain Debt 2 at the start of their turn. When the three rounds end, detonate them fully.	subclass_power_debt_collector	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_voice_of_debt_debt_collector_harvest	Harvest	Move up to your speed, striking every Debtor or Debt-carrier you pass within 5 feet with 6 + VEIL damage. Each enemy struck loses half their Debt stacks as damage; you recover 1 AP if any target dies. Flavor: the collector walks the row and every marked one drops.	subclass_power_debt_collector	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_voice_of_debt_the_breaker_cascade_fracture	Cascade Fracture	Choose one enemy with 4+ Debt and detonate them; the fracture cascades. The detonation damage echoes at half value to every enemy within 30 feet of the primary, and each echo-hit enemy gains Debt 3. Second-order Debt-carriers may be caught in a chain at a quarter value.	subclass_power_the_breaker	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_voice_of_debt_the_breaker_the_unmade_vow	The Unmade Vow	You rip a vow out of the world entirely. Pick any oath, pact, bond, summon, or active magical contract on the battlefield; it is severed. Every creature party to the severed bond gains Debt 5 and takes 10 + VEIL damage. The memory of the vow is also lost from the world.	subclass_power_the_breaker	1	1		"{""apCost"":""5"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_void_walker_unmoored	Unmoored	The walker's outline blurs; for one round allies cannot be cleanly targeted through her.	level_up	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_void_walker_thin_place	Thin Place	Mark a spot where the world wears through; any Void Walker card played from that tile costs 1 less AP this turn.	level_up	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_void_walker_silent_corridor	Silent Corridor	Open a shrieking seam between two points on the field; allies passing through it spend no movement and emerge unseen.	power_card	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_void_walker_collapse_the_distance	Collapse the Distance	Fold every threshold into a single breath; teleport to any space you can see within 60 feet and make one melee attack for 3d6 + EDGE damage with advantage. Once per short rest.	power_card	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_void_walker_hollowing_wave	Hollowing Wave	A silent pulse of un-place; enemies in a line are briefly severed from their own bodies and lose their next reaction.	power_card	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_void_walker_ghost_operative_seam_walker	Seam Walker	Treat any wall, door, or barrier under one tile thick as if it were open. Until end of turn, your movement ignores closed obstacles.	subclass_ghost_operative	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_void_walker_ghost_operative_breathless	Breathless	Hold the void in your lungs; you cannot be detected, scanned, or tracked for up to 3 rounds or until you attack or speak. Concentration.	subclass_ghost_operative	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_void_walker_ghost_operative_thread_the_needle	Thread the Needle	Slip through a gap no wider than a hair; move up to 15 feet through one enemy's space without triggering reactions, and gain advantage on your next attack this turn.	subclass_ghost_operative	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_void_walker_ghost_operative_keyhole	Keyhole	Scout a sliver of elsewhere; peek through any solid surface within sight and reveal what waits on the other side.	subclass_ghost_operative	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_void_walker_threshold_puller_drag_under	Drag Under	Reach into a target's shadow and pull them halfway through; the enemy is briefly displaced into the in-between and loses their next move.	subclass_threshold_puller	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_void_walker_threshold_puller_hooked_silence	Hooked Silence	Sink a void-hook into an enemy; on their next turn, you yank them one tile toward you at no cost.	subclass_threshold_puller	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_void_walker_threshold_puller_doorway_grave	Doorway Grave	Mark a tile as a false door; the first enemy to cross it stumbles into the in-between and is stunned when they return.	subclass_threshold_puller	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_void_walker_threshold_puller_undertow	Undertow	Every enemy adjacent to you is dragged one tile toward the nearest wall, edge, or hazard as the floor thins beneath them.	subclass_threshold_puller	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_void_walker_anchor_keeper_tether	Tether	Bind a thread of RESONANCE to an ally; while it holds they cannot be displaced, banished, or phased against their will.	subclass_anchor_keeper	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_void_walker_anchor_keeper_lighthouse	Lighthouse	Plant yourself as a fixed point; allies within 30 feet who took resonant or void damage this round heal 1d6 + RESONANCE at the start of their next turn.	subclass_anchor_keeper	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_void_walker_anchor_keeper_call_them_home	Call Them Home	Reach after an ally who has been phased, banished, or pulled into the in-between and return them to the tile beside you.	subclass_anchor_keeper	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_void_walker_anchor_keeper_steady_seam	Steady Seam	Sew the air shut around an ally for one round; they are immune to teleport, pull, and forced movement effects.	subclass_anchor_keeper	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_void_walker_ghost_operative_the_seventh_door	The Seventh Door	Open a door that was never there; step from your tile to anywhere you have ever been this combat, and take one free action on arrival.	subclass_power_ghost_operative	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_void_walker_ghost_operative_unwitnessed	Unwitnessed	For 2 rounds, enemies have disadvantage on attacks against you and cannot target you with abilities that require a known target. Once per long rest.	subclass_power_ghost_operative	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_void_walker_threshold_puller_the_long_swallow	The Long Swallow	Grab an enemy and drag them bodily into the in-between; they vanish from the field for one full round and return prone beside you.	subclass_power_threshold_puller	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_void_walker_threshold_puller_every_door_opens_inward	Every Door Opens Inward	For the rest of the round, every enemy that moves ends their movement one tile closer to you instead of where they intended.	subclass_power_threshold_puller	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_void_walker_anchor_keeper_the_kept_name	The Kept Name	Speak an ally's true name; until the end of combat they cannot be reduced below one HP by void, phase, or banishment effects.	subclass_power_anchor_keeper	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_void_walker_anchor_keeper_stitched_world	Stitched World	Seal every seam in the area for one round; no one, friend or foe, may teleport, phase, or be pulled while the stitches hold.	subclass_power_anchor_keeper	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_wireweave_counterweave	Counterweave	Reaction: when a signal or enhancement ability targets you, re-route the incoming thread back into its source's feed.	reaction_card	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_wireweave_faraday_shroud	Faraday Shroud	Wrap yourself in a dampening lattice; hostile signal pings slide off you until your next turn.	defense_card	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_wireweave_packet_sniff	Packet Sniff	Skim the ambient wire-chatter around a target; reveal one augmentation, tag, or hidden status they carry.	utility_card	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_wireweave_ghost_in_the_cable	Ghost in the Cable	Passive: while you stand adjacent to Wire Craft infrastructure, enemies take a penalty to locate or target you.	passive	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_wireweave_thread_the_needle	Thread the Needle	Slip along a stretched wire-filament between two points you can see; ignores difficult terrain and small obstructions.	mobility_card	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_wireweave_static_feedback	Static Feedback	Reaction: when an ally within 30 feet is hit, deal 1d6 + SIGNAL lightning damage to the attacker as feedback.	reaction_card	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_wireweave_second_harmonic	Second Harmonic	Level-Up: you now hum on two frequencies; once per round, a SIGNAL check may be retried at a different harmonic.	level_up	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_wireweave_stitched_aura	Stitched Aura	Level-Up: passive weave extends one pace around you; allies inside the weave gain a small VEIL benefit.	level_up	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_wireweave_combat_weave_bladeline	Bladeline	Draw a humming wire-line between two points; any hostile crossing it this round is slashed by taut signal.	subclass_combat_weave	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_wireweave_combat_weave_snare_lattice	Snare Lattice	Fling a crosshatch of iron thread onto a tile; the first enemy to enter is rooted as the lattice cinches tight.	subclass_combat_weave	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_wireweave_combat_weave_parry_filament	Parry Filament	Reaction: a filament snaps taut across an incoming melee arc, shearing part of the blow before it lands.	subclass_combat_weave	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_wireweave_combat_weave_tightening_ring	Tightening Ring	Weave an iron ring around a target; each turn the target remains, the ring cinches closer and applies increasing pressure.	subclass_combat_weave	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_wireweave_wire_broker_sell_a_shadow	Sell a Shadow	Trade a second of your VEIL to an ally; they gain concealment for their next action, you are briefly more visible.	subclass_wire_broker	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
